,Date,Description,Location
1055,2/20/2022 17:22,Suspicious person,L B MCLEOD RD / HERBERT LN
1056,2/20/2022 17:20,Attempted suicide,Restricted Address
1057,2/20/2022 17:17,Battery,2300 BLOCK LAKE DEBRA DR
1058,2/20/2022 16:56,Theft by shoplifting,4900 BLOCK INTERNATIONAL DR
1059,2/20/2022 16:37,Suspicious person,N ORANGE BLOSSOM TRL / W COLONIAL DR
1060,2/20/2022 16:14,Battery,900 BLOCK W COLONIAL DR
1061,2/20/2022 16:03,Drug violation,W COLONIAL DR / N WESTMORELAND DR
1062,2/20/2022 21:35,Suspicious person,1100 BLOCK S SEMORAN BLVD
1063,2/20/2022 21:29,Suspicious person,5100 BLOCK CONROY RD
1064,2/20/2022 21:28,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1065,2/20/2022 21:25,General disturbance,100 BLOCK N MILLS AVE
1066,2/20/2022 21:14,Accident (injuries),S KIRKMAN RD / VALENCIA COLLEGE DR
1067,2/20/2022 21:09,Trespasser,500 BLOCK N JOHN YOUNG PKWY
1068,2/20/2022 21:07,Non-emergency assistance,600 BLOCK GRANDIFLORA DR
1069,2/20/2022 21:04,Suspicious incident,4500 BLOCK LIGHTHOUSE CIR
1070,2/20/2022 21:03,Sick or injured person,Restricted Address
1071,2/20/2022 21:02,Noise ordinance violation,1 BLOCK N ORANGE AVE
1072,2/20/2022 20:58,Designated Patrol Area - available,1 BLOCK
1073,2/20/2022 20:56,Trespasser,1200 BLOCK S SEMORAN BLVD
1074,2/20/2022 20:52,House/business check,MERCY/COLONIAL
1075,2/20/2022 20:45,Fugitive from justice,S PARRAMORE AVE / W CHURCH ST
1076,2/20/2022 20:45,Accident with road blockage,S JOHN YOUNG PKWY / L B MCLEOD RD
1077,2/20/2022 20:32,Theft,5200 BLOCK INTERNATIONAL DR
1078,2/20/2022 20:30,Theft by shoplifting,3800 BLOCK S SEMORAN BLVD
1079,2/20/2022 20:26,Hit and run (injuries),S SEMORAN BLVD / E GRANT ST
1080,2/20/2022 20:12,Attempted suicide,Restricted Address
1081,2/20/2022 20:08,Domestic disturbance,Restricted Address
1082,2/20/2022 19:55,Suspicious incident,600 BLOCK GRANDIFLORA DR
1083,2/21/2022 20:53,Person robbery,1200 BLOCK W SOUTH ST
1084,2/21/2022 20:48,Designated Patrol Area - available,NOT AVAILABLE
1085,2/21/2022 20:47,House/business check,MILLENIA BLVD / RADEBAUGH WAY
1086,2/21/2022 20:44,Battery,4600 BLOCK S SEMORAN BLVD
1087,2/21/2022 20:39,Hit and run (minor),S SEMORAN BLVD / T G LEE BLVD
1088,2/21/2022 20:36,Stolen vehicle,1700 BLOCK HAVEN DR
1089,2/21/2022 20:35,Lost/found property,1900 BLOCK E COLONIAL DR
1090,2/21/2022 20:27,Unknown trouble,4700 BLOCK MILLENIA PLAZA WAY
1091,2/21/2022 20:07,Suspicious incident,CURRY FORD RD / CONWAY RD
1092,2/21/2022 19:50,Recovered stolen vehicle,4400 BLOCK MILLENIA PLAZA WAY
1093,2/21/2022 19:49,Stolen/lost tag,4400 BLOCK MARTINS WAY
1094,2/21/2022 19:11,Missing person - juvenile,6400 BLOCK RALEIGH ST
1095,2/21/2022 19:10,General disturbance,6100 BLOCK RALEIGH ST
1096,2/21/2022 19:03,General investigation,2100 BLOCK S KIRKMAN RD
1097,2/21/2022 18:53,Hit and run (minor),1 BLOCK
1098,2/21/2022 18:43,Suspicious vehicle,W OAK RIDGE RD / MILLENIA BLVD
1099,2/21/2022 17:29,Theft,3100 BLOCK LANDTREE PL
1100,2/21/2022 17:27,Vehicle B&E,KUHL AVE / BONNIE LOCH CT
1101,2/21/2022 17:20,Accident (injuries),TRADEPORT DR / SR 528 ON RAMP E
1102,2/22/2022 5:48,Direct traffic,3600 BLOCK VINELAND RD
1103,2/22/2022 5:41,House/business check,CHATHAM AVE / W JEFFERSON ST
1104,2/22/2022 5:34,House/business check,N WESTMORELAND DR / W COLONIAL DR
1105,2/22/2022 5:18,House/business check,1 BLOCK E CENTRAL BLVD
1106,2/22/2022 4:49,Suspicious incident,5000 BLOCK CITY ST
1107,2/22/2022 4:48,Suspicious person,6600 BLOCK S SEMORAN BLVD
1108,2/22/2022 4:44,Sick or injured person,Restricted Address
1109,2/22/2022 4:40,Commercial alarm,6600 BLOCK S SEMORAN BLVD
1110,2/22/2022 4:08,Commercial alarm,3000 BLOCK EDGEWATER DR
1111,2/22/2022 3:55,General disturbance,5800 BLOCK SUNDOWN CIR
1112,2/21/2022 20:53,Person robbery,1400 BLOCK S KIRKMAN RD
1113,2/22/2022 19:36,Threats/assaults - armed,400 BLOCK SUNSET DR
1114,2/22/2022 19:34,Suspicious person,600 BLOCK W COLONIAL DR
1115,2/22/2022 19:30,House/business check,S ORANGE AVE / E KALEY ST
1116,2/22/2022 19:29,Trespasser,6500 BLOCK S SEMORAN BLVD
1117,2/22/2022 19:21,General disturbance,900 BLOCK S KIRKMAN RD
1118,2/22/2022 19:16,Lost/found property,9300 BLOCK JEFF FUQUA BLVD
1119,2/22/2022 19:11,House/business check,400 BLOCK RIDGEWOOD ST
1120,2/22/2022 19:00,Check the well being of,4500 BLOCK LIGHTHOUSE CIR
1121,2/22/2022 18:59,Missing person - adult,4700 BLOCK HATTERAS CT
1122,2/22/2022 18:58,Trespasser,5900 BLOCK UNIVERSAL BLVD
1123,2/22/2022 18:57,Unknown trouble,5700 BLOCK FOLKSTONE LN
1124,2/22/2022 18:57,Commercial alarm,1600 BLOCK S DIVISION AVE
1125,2/22/2022 18:55,Abandoned vehicle,4500 BLOCK CORBEL ALY
1126,2/22/2022 18:48,Suspicious person,900 BLOCK W COLONIAL DR
1127,2/22/2022 18:46,Accident (injuries),3000 BLOCK EDGEWATER DR
1128,2/22/2022 18:44,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
1129,2/22/2022 18:36,Trespasser,800 BLOCK CARVER PARK ST
1130,2/22/2022 18:35,Trespasser,2300 BLOCK S KIRKMAN RD
1131,2/22/2022 18:32,General disturbance,7400 BLOCK EMERALD DUNES DR
1132,2/22/2022 18:26,Stolen/lost tag,400 BLOCK E CHURCH ST
1133,2/22/2022 18:23,Recovered stolen vehicle,4600 BLOCK SUMMEROAK ST
1134,2/22/2022 18:17,Battery,1100 BLOCK W CYPRESS ST
1135,2/22/2022 18:11,Trespasser,3100 BLOCK S ORANGE AVE
1136,2/22/2022 17:27,Battery,1200 BLOCK LAKE HIGHLAND DR
1137,2/22/2022 17:27,Residential B&E,5000 BLOCK LESCOT LN
1138,2/22/2022 17:25,Accident (minor),2400 BLOCK S HIAWASSEE RD
1139,2/22/2022 17:13,General disturbance - armed,700 BLOCK W ROBINSON ST
1140,2/22/2022 16:48,Theft,6100 BLOCK UNIVERSAL BLVD
1141,2/22/2022 16:38,Trespasser,5900 BLOCK UNIVERSAL BLVD
1142,2/22/2022 15:26,Arson fire,1900 BLOCK MONTE CARLO TRL
1143,2/22/2022 14:55,Theft,5000 BLOCK INTERNATIONAL DR
1144,2/24/2022 18:00,Hit and run (minor),1900 BLOCK S KIRKMAN RD
1145,2/24/2022 18:00,Commercial B&E,1700 BLOCK ALDEN RD
1146,2/24/2022 17:58,Accident with road blockage,W CHURCH ST / I-4 W
1147,2/24/2022 17:57,Other sex crimes,Restricted Address
1148,2/24/2022 17:56,Hit and run (minor),400 BLOCK E CENTRAL BLVD
1149,2/24/2022 17:52,Accident with road blockage,1400 BLOCK S SEMORAN BLVD
1150,2/24/2022 17:48,Mentally-ill person (non-violent),3100 BLOCK E COLONIAL DR
1151,2/24/2022 17:48,House/business check,CURRY FORD RD / WOODGATE BLVD
1152,2/24/2022 17:47,Accident with road blockage,NARCOOSSEE RD / LAKE NONA CLUB DR
1153,2/24/2022 17:38,Drug violation,900 BLOCK W COLONIAL DR
1154,2/24/2022 17:38,Trespasser,9400 BLOCK JEFF FUQUA BLVD
1155,2/24/2022 17:36,Commercial alarm,800 BLOCK W WASHINGTON ST
1156,2/24/2022 17:35,Theft,2500 BLOCK S KIRKMAN RD
1157,2/24/2022 17:30,Stolen/lost tag,3900 BLOCK W D JUDGE DR
1158,2/24/2022 17:24,Suspicious vehicle,4900 BLOCK INTERNATIONAL DR
1159,2/24/2022 17:18,Trespasser,600 BLOCK W COLONIAL DR
1160,2/24/2022 17:16,General disturbance,2700 BLOCK S ORANGE AVE
1161,2/24/2022 17:13,Person robbery,WOOD CROSSING ST / TIMBERLEAF BLVD
1162,2/24/2022 16:45,Fugitive from justice,2500 BLOCK N JOHN YOUNG PKWY
1163,2/24/2022 16:42,Theft by shoplifting,700 BLOCK W CHURCH ST
1164,2/24/2022 16:27,Mentally-ill person (non-violent),4800 BLOCK THORPE AVE
1165,2/24/2022 16:11,Missing person - juvenile,800 BLOCK XAVIOR AVE
1166,2/24/2022 16:08,Suspicious incident,1000 BLOCK S HIAWASSEE RD
1167,2/24/2022 16:04,Battery,2200 BLOCK 29TH ST
1168,2/24/2022 16:00,Suspicious person,W PINE ST / S NORTON AVE
1169,2/24/2022 15:47,Lost/found property,9400 BLOCK JEFF FUQUA BLVD
1170,2/24/2022 15:15,General disturbance,9200 BLOCK JEFF FUQUA BLVD
1171,2/24/2022 14:34,Dead person,3900 BLOCK W COLONIAL DR
1172,2/24/2022 14:31,Threats/assaults - armed,3700 BLOCK S KIRKMAN RD
1173,2/24/2022 14:17,Stolen vehicle,1200 BLOCK W SOUTH ST
1174,2/24/2022 11:57,Accident (injuries),13400 BLOCK VETERANS WAY
1175,2/24/2022 11:51,Battery,9700 BLOCK JEFF FUQUA BLVD
1176,2/24/2022 21:30,Stolen/lost tag,CURRY FORD RD / S SEMORAN BLVD
1177,2/24/2022 21:28,Non-emergency assistance,3700 BLOCK CURRY FORD RD
1178,2/24/2022 21:27,Hit and run (injuries),1 BLOCK
1179,2/24/2022 21:27,Unknown trouble,1300 BLOCK N MILLS AVE
1180,2/24/2022 21:26,Commercial alarm,1400 BLOCK GASTON FOSTER RD
1181,2/24/2022 21:16,House/business check,W SMITH ST / EDGEWATER DR
1182,2/24/2022 21:11,Accident (minor),WELLS ST / LAKE PARK CT
1183,2/24/2022 21:04,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1184,2/24/2022 20:53,Trespasser,600 BLOCK W COLONIAL DR
1185,2/24/2022 20:44,Missing person - juvenile,4300 BLOCK ARBOR OAKS CT
1186,2/24/2022 20:43,House/business check,3200 BLOCK E COLONIAL DR
1187,2/24/2022 20:32,Weapons/armed,FERGUSON DR / W COLONIAL DR
1188,2/24/2022 20:29,Missing person - adult,800 BLOCK PALMERA ST
1189,2/24/2022 20:20,House/business check,S ORANGE BLOSSOM TRL / W GORE ST
1190,2/24/2022 20:12,Suspicious incident,10000 BLOCK RANDAL WALK ST
1191,2/24/2022 20:11,Accident (minor),S KIRKMAN RD / RALEIGH ST
1192,2/24/2022 20:03,Stolen vehicle,5500 BLOCK S KIRKMAN RD
1193,2/24/2022 19:57,Accident (injuries),S KIRKMAN RD / ARNOLD PALMER DR
1194,2/24/2022 19:53,Trespasser,3000 BLOCK W COLONIAL DR
1195,2/24/2022 19:46,Fugitive from justice,3700 BLOCK S KIRKMAN RD
1196,2/24/2022 19:29,Fugitive from justice,700 BLOCK N MAGNOLIA AVE
1197,2/24/2022 19:20,Drug violation,4400 BLOCK CURRY FORD RD
1198,2/24/2022 19:19,Trespasser,700 BLOCK MAGUIRE BLVD
1199,2/24/2022 19:07,General disturbance,1 BLOCK N TERRY AVE
1200,2/24/2022 18:51,Battery,2000 BLOCK WILLIE MAYS PKWY
1201,2/24/2022 18:41,Theft,5000 BLOCK ROSAMOND DR
1202,2/24/2022 18:37,General disturbance,1100 BLOCK W CENTRAL BLVD
1203,2/24/2022 18:08,Weapons/armed,9300 BLOCK JEFF FUQUA BLVD
1204,2/24/2022 18:07,Suspicious person,N ORANGE BLOSSOM TRL / W COLONIAL DR
1205,2/26/2022 14:13,Unknown trouble,4000 BLOCK MILLENIA BLVD
1206,2/26/2022 14:12,Reckless vehicle,1 BLOCK
1207,2/26/2022 14:09,911 hang up,2400 BLOCK CONWAY RD
1208,2/26/2022 14:06,Domestic disturbance,Restricted Address
1209,2/26/2022 14:06,Person robbery,POPPY AVE / RALEIGH ST
1210,2/26/2022 14:05,Suspicious person,700 BLOCK N MAGNOLIA AVE
1211,2/26/2022 14:02,Unknown trouble,600 BLOCK W GORE ST
1212,2/26/2022 13:59,Domestic disturbance,Restricted Address
1213,2/26/2022 13:47,Threats/assault,5200 BLOCK WILLOW CT
1214,2/26/2022 13:46,Battery - fight in progress,W COLONIAL DR / N WESTMORELAND DR
1215,2/26/2022 13:42,General disturbance,4000 BLOCK S SEMORAN BLVD
1216,2/26/2022 13:40,Theft,4600 BLOCK W COLONIAL DR
1217,2/26/2022 13:36,Designated Patrol Area - available,9000 BLOCK JEFF FUQUA BLVD N
1218,2/26/2022 13:26,Accident (minor),S BUMBY AVE / E SOUTH ST
1219,2/26/2022 13:13,Designated Patrol Area - available,CANAL RD / CASA VERDE RD
1220,2/26/2022 13:02,Mentally-ill person (non-violent),800 BLOCK PALMERA ST
1221,2/26/2022 12:45,Commercial robbery,4700 BLOCK W COLONIAL DR
1222,2/26/2022 12:11,Trespasser,900 BLOCK W COLONIAL DR
1223,2/26/2022 11:51,Designated Patrol Area - available,BEAR RD / TRADEPORT DR
1224,2/26/2022 8:59,Battery - shooting,800 BLOCK DORADO AVE
1225,2/26/2022 20:36,Threats/assault,7700 BLOCK UNIVERSAL BLVD
1226,2/26/2022 20:23,General disturbance,9100 BLOCK JEFF FUQUA BLVD
1227,2/26/2022 20:19,Drunk driver,METROWEST BLVD / S KIRKMAN RD
1228,2/26/2022 20:19,Trespasser,6000 BLOCK UNIVERSAL BLVD
1229,2/26/2022 20:17,Non-emergency assistance,2000 BLOCK S ORANGE AVE
1230,2/26/2022 20:11,Battery,1000 BLOCK E SOUTH ST
1231,2/26/2022 20:01,General disturbance,1200 BLOCK DEWEY AVE
1232,2/26/2022 19:54,General investigation,7400 BLOCK AUGUSTA NATIONAL DR
1233,2/26/2022 19:51,Fire,5300 BLOCK BAMBOO CT
1234,2/26/2022 19:48,Suspicious person,DEWITT DR / N ORANGE BLOSSOM TRL
1235,2/26/2022 19:45,Suspicious incident,300 BLOCK RITTER CT
1236,2/26/2022 19:42,Missing person - adult,9400 BLOCK JEFF FUQUA BLVD
1237,2/26/2022 19:34,Domestic disturbance,Restricted Address
1238,2/26/2022 19:27,General disturbance,5500 BLOCK ARNOLD PALMER DR
1239,2/26/2022 19:27,Suspicious vehicle,1000 BLOCK W COLONIAL DR
1240,2/26/2022 19:22,Fugitive from justice,9600 BLOCK JEFF FUQUA BLVD
1241,2/26/2022 18:32,Threats/assaults - armed,5000 BLOCK MILLENIA PALMS DR
1242,2/26/2022 18:29,Mentally-ill person (violent),5400 BLOCK VINELAND RD
1243,2/26/2022 18:22,Accident (minor),NORTH LN / N PINE HILLS RD
1244,2/26/2022 18:11,Battery - fight in progress,400 BLOCK E CENTRAL BLVD
1245,2/26/2022 17:51,Suspicious incident,700 BLOCK W CONCORD ST
1246,2/26/2022 17:46,Accident (minor),S KIRKMAN RD / VALENCIA COLLEGE DR
1247,2/26/2022 17:19,Battery - fight in progress,7200 BLOCK NARCOOSSEE RD
1248,2/26/2022 17:10,General investigation,9200 BLOCK JEFF FUQUA BLVD
1249,2/26/2022 16:56,Trespasser,6800 BLOCK PIAZZA GRANDE AVE
1250,2/26/2022 16:22,Theft,7400 BLOCK AUGUSTA NATIONAL DR
1251,2/26/2022 15:56,Battery,5700 BLOCK INTERNATIONAL DR
1252,2/27/2022 9:42,Suspicious vehicle,3000 BLOCK HERBERT LN
1253,2/27/2022 9:39,House/business check,600 BLOCK LAKE DOT CIR
1254,2/27/2022 9:38,Attempted suicide,Restricted Address
1255,2/27/2022 9:37,Designated Patrol Area - available,10400 BLOCK JEFF FUQUA BLVD
1256,2/27/2022 9:36,Check the well being of,S JOHN YOUNG PKWY / I-4 E
1257,2/27/2022 9:36,Unknown trouble,W COLONIAL DR / N PINE HILLS RD
1258,2/27/2022 9:33,911 hang up,5600 BLOCK MAJOR BLVD
1259,2/27/2022 9:29,House/business check,600 BLOCK N BUMBY AVE
1260,2/27/2022 9:23,Domestic disturbance,Restricted Address
1261,2/27/2022 9:21,Drunk pedestrian,500 BLOCK N JOHN YOUNG PKWY
1262,2/27/2022 9:18,Suspicious person,4200 BLOCK DEVONSHIRE LN
1263,2/27/2022 9:14,Suspicious person,N ORANGE BLOSSOM TRL / W COLONIAL DR
1264,2/27/2022 9:00,Sick or injured person,Restricted Address
1265,2/27/2022 9:00,Suspicious person,W COLONIAL DR / N ORANGE BLOSSOM TRL
1266,2/27/2022 8:49,Attempted suicide,Restricted Address
1267,2/27/2022 8:45,Obscene/harassing phone calls,4300 BLOCK CLARCONA OCOEE RD
1268,2/27/2022 8:39,Suspicious person,W AMELIA ST / N GARLAND AVE
1269,2/27/2022 8:38,Suspicious person,N GARLAND AVE / W COLONIAL DR
1270,2/27/2022 8:35,Suspicious incident,4300 BLOCK CROSSROADS CT
1271,2/27/2022 8:34,Vehicle B&E,4800 BLOCK S KIRKMAN RD
1272,2/27/2022 8:21,Suspicious vehicle,900 BLOCK W COLONIAL DR
1273,2/27/2022 8:14,Suspicious person,2100 BLOCK DELANEY AVE
1274,2/27/2022 8:07,Designated Patrol Area - available,BEAR RD / TRADEPORT DR
1275,2/27/2022 7:54,Non-emergency assistance,4900 BLOCK OLD WINTER GARDEN RD
1276,2/27/2022 7:32,Battery,W CHURCH ST / S PARRAMORE AVE
1277,2/27/2022 6:39,Theft by shoplifting,4700 BLOCK S GOLDENROD RD
1278,2/27/2022 6:27,Theft,3300 BLOCK W COLONIAL DR
1279,2/27/2022 6:10,General investigation,9300 BLOCK JEFF FUQUA BLVD
1280,2/27/2022 4:28,Commercial alarm,1000 BLOCK E KALEY ST
1281,2/27/2022 20:27,Fugitive from justice,9100 BLOCK JEFF FUQUA BLVD
1282,2/27/2022 20:27,Ambulance escort,9600 BLOCK JEFF FUQUA BLVD
1283,2/27/2022 20:26,Domestic disturbance,Restricted Address
1284,2/27/2022 20:16,Disabled occupied vehicle,S KIRKMAN RD / CONROY RD
1285,2/27/2022 20:14,Unknown trouble,1200 BLOCK W SOUTH ST
1286,2/27/2022 20:13,Suspicious vehicle,HAULOVER BEACH LN / FOLLY BEACH RD
1287,2/27/2022 20:13,General disturbance,700 BLOCK CONWAY RD
1288,2/27/2022 20:13,General disturbance,6100 BLOCK PEREGRINE AVE
1289,2/27/2022 20:12,Commercial alarm,3700 BLOCK W COLONIAL DR
1290,2/27/2022 20:10,Unknown trouble,500 BLOCK HAMES AVE
1291,2/27/2022 20:03,Suspicious person,9400 BLOCK JEFF FUQUA BLVD
1292,2/27/2022 19:54,Fugitive from justice,S JOHN YOUNG PKWY / 33RD ST
1293,2/27/2022 19:49,Battery - fight in progress,1 BLOCK S MAGNOLIA AVE
1294,2/27/2022 19:36,Domestic disturbance,Restricted Address
1295,2/27/2022 19:29,Non-emergency assistance,5000 BLOCK WESTWINDS DR
1296,2/27/2022 19:27,Battery,5900 BLOCK MAUSSER DR
1297,2/27/2022 19:23,Accident (minor),S SEMORAN BLVD / SR 528 W
1298,2/27/2022 19:23,House/business check,900 BLOCK RANDALL ST
1299,2/27/2022 19:19,Vandalism/criminal mischief,1 BLOCK S OSCEOLA AVE
1300,2/27/2022 18:56,Battery,4800 BLOCK SILVER STAR RD
1301,2/27/2022 18:54,Noise ordinance violation,5900 BLOCK LEEVISTA BLVD
1302,2/27/2022 18:42,Battery,5500 BLOCK E MICHIGAN ST
1303,2/27/2022 18:33,Lost/found property,2800 BLOCK S ORANGE AVE
1304,2/27/2022 18:18,Mentally-ill person (non-violent),N ORANGE AVE / W AMELIA ST
1305,2/27/2022 17:57,Child neglect,Restricted Address
1306,2/27/2022 17:56,Trespasser,1300 BLOCK ARLINGTON ST
1307,2/27/2022 17:48,Stolen vehicle,S SEMORAN BLVD / LAKE UNDERHILL RD
1308,2/27/2022 17:32,Drug violation,W CHURCH ST / LIME AVE
1309,2/27/2022 16:53,Battery - cutting,2800 BLOCK WAXY WILLOW LN
1310,2/27/2022 15:41,Person robbery,5100 BLOCK METROWEST BLVD
1311,2/27/2022 15:13,Person robbery,3300 BLOCK BARTLETT BLVD
1312,2/27/2022 15:13,Accident (injuries),2000 BLOCK S SEMORAN BLVD
1313,2/28/2022 21:30,House/business check,MERCY DR / W PRINCETON ST
1314,2/28/2022 21:26,House/business check,1800 BLOCK S SEMORAN BLVD
1315,2/28/2022 21:21,Designated Patrol Area - available,9200 BLOCK JEFF FUQUA BLVD
1316,2/28/2022 21:19,Trespasser,1200 BLOCK W COLONIAL DR
1317,2/28/2022 21:08,General disturbance,4400 BLOCK MARTINS WAY
1318,2/28/2022 21:08,Fugitive from justice,300 BLOCK S ORANGE BLOSSOM TRL
1319,2/28/2022 21:07,Check the well being of,1 BLOCK E COLONIAL DR
1320,2/28/2022 21:06,Vehicle B&E,7000 BLOCK UNIVERSAL BLVD
1321,2/28/2022 21:05,Disabled occupied vehicle,9400 BLOCK JEFF FUQUA BLVD
1322,2/28/2022 21:04,Fugitive from justice,3700 BLOCK W COLONIAL DR
1323,2/28/2022 21:01,General investigation,9400 BLOCK JEFF FUQUA BLVD
1324,2/28/2022 20:51,Trespasser,9300 BLOCK JEFF FUQUA BLVD
1325,2/28/2022 20:49,Stolen vehicle,1200 BLOCK BRUTON BLVD
1326,2/28/2022 20:43,Stolen vehicle,INTERNATIONAL DR / W OAK RIDGE RD
1327,2/28/2022 20:43,Accident (minor),W COLONIAL DR / N HUGHEY AVE
1328,2/28/2022 20:38,House/business check,OBT/COLONIAL
1329,2/28/2022 20:35,Accident (injuries),HAZELTINE NATIONAL DR / S SEMORAN BLVD
1330,2/28/2022 20:32,Suspicious incident,500 BLOCK W CHURCH ST
1331,2/28/2022 20:03,Suspicious incident,1000 BLOCK S KIRKMAN RD
1332,2/28/2022 18:42,Attempted suicide,Restricted Address
1333,2/28/2022 17:29,Suspicious vehicle,S ORANGE BLOSSOM TRL / W SOUTH ST
1334,2/27/2022 22:13,Threats/assault,1000 BLOCK EDGEWATER DR
1335,3/1/2022 5:41,Trespasser,6000 BLOCK UNIVERSAL BLVD
1336,3/1/2022 5:31,Designated Patrol Area,E COLONIAL DR / BENNETT RD
1337,3/1/2022 5:01,House/business check,VINELAND RD / 34TH ST
1338,3/1/2022 3:00,Domestic disturbance,Restricted Address
1339,3/1/2022 0:50,Domestic disturbance,Restricted Address
1340,3/1/2022 19:10,Unknown trouble,7900 BLOCK DOWDEN RD
1341,3/1/2022 19:09,Accident (minor),2100 BLOCK S KIRKMAN RD
1342,3/1/2022 19:07,Commercial alarm,3900 BLOCK W D JUDGE DR
1343,3/1/2022 19:05,Accident (injuries),2000 BLOCK MERCY DR
1344,3/1/2022 19:04,Theft by shoplifting,2500 BLOCK S KIRKMAN RD
1345,3/1/2022 19:03,Suspicious incident,1800 BLOCK S KIRKMAN RD
1346,3/1/2022 19:02,Suspicious person,4700 BLOCK NORTHBRIDGE DR
1347,3/1/2022 19:01,Check the well being of,1300 BLOCK E ESTHER ST
1348,3/1/2022 19:00,Theft by shoplifting,100 BLOCK W GRANT ST
1349,3/1/2022 18:59,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
1350,3/1/2022 18:37,General disturbance,4800 BLOCK WILLOW RUN W
1351,3/1/2022 18:36,Accident (minor),7000 BLOCK UNIVERSAL BLVD
1352,3/1/2022 18:35,Suspicious person,S ORANGE BLOSSOM TRL / LONG ST
1353,3/1/2022 18:25,Recovered stolen/lost tag,S WESTMORELAND DR / W ANDERSON ST
1354,3/1/2022 18:20,Stolen vehicle,2700 BLOCK E COLONIAL DR
1355,3/1/2022 18:15,Accident with road blockage,MILLENIA BLVD / RADEBAUGH WAY
1356,3/1/2022 18:13,Suspicious person,100 BLOCK E PAR ST
1357,3/1/2022 18:11,Battery,BENTLEY ST / N LEE AVE
1358,3/1/2022 18:05,Battery,9700 BLOCK JEFF FUQUA BLVD
1359,3/1/2022 18:04,Drug violation,2000 BLOCK DIXIE BELLE DR
1360,3/1/2022 17:56,Fugitive from justice,9100 BLOCK JEFF FUQUA BLVD
1361,3/1/2022 17:37,Theft by shoplifting,5200 BLOCK INTERNATIONAL DR
1362,3/1/2022 17:27,Suspicious incident,1900 BLOCK E JEFFERSON ST
1363,3/1/2022 17:19,House/business check,INTERNATIONAL DR / W OAK RIDGE RD
1364,3/1/2022 17:14,Domestic disturbance,Restricted Address
1365,3/1/2022 16:44,Accident (minor),1 BLOCK
1366,3/1/2022 16:39,Unknown trouble,1400 BLOCK KUHL AVE
1367,3/1/2022 16:35,Recovered missing person,9100 BLOCK JEFF FUQUA BLVD
1368,3/1/2022 16:25,Suspicious incident,6100 BLOCK LA COSTA DR
1369,3/1/2022 16:04,Fugitive from justice,S KIRKMAN RD / MAJOR BLVD
1370,3/1/2022 16:02,Drunk driver,S KIRKMAN RD / MAJOR BLVD
1371,3/1/2022 15:44,Fugitive from justice,5600 BLOCK PINE SHADOWS PKWY
1372,3/1/2022 15:43,Suspicious person,W CHURCH ST / LIME AVE
1373,3/1/2022 15:20,Designated Patrol Area,4900 BLOCK INTERNATIONAL DR
1374,3/1/2022 14:45,General disturbance,6000 BLOCK MAUSSER DR
1375,3/1/2022 13:18,Stolen vehicle,SILVER STAR RD / DARDANELLE DR
1376,3/1/2022 21:07,Designated Patrol Area - available,ANDERSON/ORANGE
1377,3/1/2022 21:01,Missing person - adult,1800 BLOCK S KIRKMAN RD
1378,3/1/2022 20:59,Accident (minor),1 BLOCK
1379,3/1/2022 20:56,Hit and run (minor),1000 BLOCK S HIAWASSEE RD
1380,3/1/2022 20:52,Attempted suicide,Restricted Address
1381,3/1/2022 20:52,Mentally-ill person (non-violent),1900 BLOCK WATAUGA AVE
1382,3/1/2022 20:46,Residential B&E,4400 BLOCK MARTINS WAY
1383,3/1/2022 20:46,Lost/found property,9300 BLOCK JEFF FUQUA BLVD
1384,3/1/2022 20:42,Noise ordinance violation,13300 BLOCK GRANGER AVE
